time [h]	MFH3_0 [W]
497	4875.622987
498	4618.586883
499	4855.277122
500	7078.025279
501	4123.127374
502	4688.893153
503	637.8052142
504	707.5839982
505	742.3226801
506	776.9106519
507	822.4251072
508	847.3676315
509	13461.72905
510	11470.0195
511	8133.900357
512	8364.486836
513	7968.571359
514	7338.452361
515	6906.517166
516	6678.718824
517	6674.498941
518	6830.709977
519	6076.556553
520	6388.677205
521	6535.468858
522	5696.540994
523	5669.865303
524	7653.96399
525	4586.410273
526	5093.775881
527	734.7871743
528	786.2546792
529	820.842651
530	858.8969554
531	888.1347181
532	905.4663815
533	14345.19175
534	12335.62306
535	9244.859983
536	9346.212536
537	8495.303217
538	7066.57131
539	6386.868683
540	5134.995098
541	4436.755127
542	3809.198201
543	4144.603566
544	6498.39417
545	7702.417293
546	7038.765293
547	7199.874408
548	9468.287731
549	6689.343888
550	7561.201913
551	994.6867707
552	1097.772491
553	1183.677257
554	1250.818614
555	1301.005083
556	1327.982194
557	20635.98274
558	16836.35463
559	12899.35425
560	11443.94665
561	7922.077288
562	7035.826446
563	6846.760605
564	6721.746563
565	5641.381091
566	5181.037039
567	5808.141835
568	7689.908353
569	8649.555021
570	8059.298849
571	8211.516067
572	10153.7927
573	7300.473411
574	8060.95666
575	1059.341411
576	1163.406746
577	1224.971829
578	1275.685783
579	1331.599237
580	1389.471922
581	21600
582	18116.86314
583	14580.75167
584	12244.82021
585	8334.420167
586	7676.193732
587	7599.557638
588	7101.536057
589	5885.757545
590	4660.484296
591	4734.181543
592	6927.089097
593	8038.802273
594	7438.147103
595	7940.539277
596	10188.00389
597	7384.569656
598	8322.212648
599	958.3656325
600	1062.054193
601	1131.682267
602	1194.226965
603	1243.358463
604	1256.620954
605	20886.61366
606	17322.39476
607	13442.81493
608	12980.66236
609	12117.92229
610	10306.00991
611	9349.754224
612	8740.659287
613	8177.00345
614	8108.957833
615	8522.280328
616	9222.554885
617	9045.395143
618	7822.608611
619	7644.770673
620	9417.950552
621	6358.610536
622	7170.561291
623	934.9302094
624	954.2964594
625	981.0475051
626	1018.423614
627	1061.752773
628	1090.387695
629	17606.63404
630	14223.7194
631	10843.5929
632	10546.3172
633	8320.630192
634	7680.564326
635	7085.48543
636	7585.164822
637	7079.08025
638	7428.4263
639	7169.80774
640	8445.493523
641	8397.341641
642	7956.062419
643	7646.051709
644	9487.729336
645	6809.233786
646	7456.081607
647	1047.284601
648	1131.079426
649	1197.693298
650	1239.364645
651	1265.36214
652	1279.453536
653	19619.59371
654	15882.35959
655	12851.50379
656	10865.14445
657	7679.434
658	7011.260697
659	7145.844831
660	6887.527691
661	6552.273036
662	7636.707682
663	7049.239647
664	7367.840833
665	7214.342579
666	6647.597185
667	6987.071723
668	8698.535809
669	5527.519598
670	6149.726315
671	864.4732298
672	905.8431568
673	932.5942025
674	946.4595333
675	956.1049808
676	971.2513475
677	15236.41603
678	12375.93801
679	9126.552541
680	9109.296233
681	8438.560858
682	7575.820795
683	6123.578109
684	6153.569423
685	6180.923309
686	6049.353377
687	5160.163688
688	5595.113085
689	5525.108236
690	4352.960303
691	4200.441664
692	6406.084223
693	3408.836776
694	3765.793688
695	522.3612647
696	584.6045429
697	653.4037112
698	703.8916004
699	754.6055546
700	785.6518387
701	11987.48269
702	10484.45069
703	7225.495128
704	5829.241251
705	3600.012559
706	2573.827374
707	2366.977739
708	2274.743147
709	2420.0277
710	2671.110754
711	2906.670667
712	3982.514836
713	4464.937919
714	3755.39469
715	3701.666533
716	5999.619038
717	2954.219709
718	2828.753537
719	261.5574076
720	336.7617559
721	377.9056178
722	415.2817267
723	443.8412939
724	460.2686966
725	7992.760333
726	8146.032521
727	5018.119403
728	4283.030808
729	3932.554432
730	2634.789616
731	2114.161518
732	2451.224694
733	2218.528274
734	2792.959884
735	2982.628566
736	3590.517822
737	3684.48558
738	2944.724971
739	3218.489899
740	6098.25881
741	3367.542204
742	3794.051835
743	512.1883318
744	569.9103065
745	621.4531665
746	692.5129865
747	735.6160799
748	763.3467414
749	12107.37259
750	10704.63817
751	7521.263732
752	5757.201815
753	3515.238118
754	3164.158901
755	2731.394801
756	2452.430375
757	2134.281319
758	2062.317238
759	2659.506076
760	3849.889933
761	4307.897978
762	3759.840638
763	3857.802214
764	6379.483888
765	3477.711299
766	3846.197535
767	414.9049515
768	498.0969359
769	549.9412161
770	591.160433
771	638.7848299
772	673.4481568
773	11910.9973
774	10464.25554
775	7073.730041
776	6854.446821
777	6199.159233
778	5303.639719
779	3876.414913
780	3309.970939
781	3221.353391
782	4058.397379
783	4016.650677
784	4915.410458
785	5188.19577
786	4299.006081
787	4221.917856
788	6494.626417
789	3446.665015
790	3754.038299
791	503.5978552
792	585.2827385
793	632.2289398
794	656.7193338
795	672.9960264
796	710.8996208
797	11651.92661
798	10527.7045
799	7326.470906
800	6202.09808
801	3529.55558
802	2969.516786
803	3145.546202
804	2956.857136
805	1877.62199
806	1570.625482
807	1669.491318
808	3501.222078
809	4147.693124
810	4032.701304
811	3847.403216
812	6208.578615
813	3281.336017
814	3558.341212
815	451.4521548
816	562.8269311
817	623.2616879
818	651.4444797
819	680.8329525
820	716.1744749
821	12197.34653
822	10954.21413
823	7874.754311
824	7612.820128
825	6611.125337
826	4736.140774
827	3895.253678
828	4125.990867
829	3331.974617
830	3078.4802
831	2126.821168
832	3491.651985
833	4360.495808
834	4404.427807
835	4854.674281
836	7209.067725
837	4244.599729
838	5018.044048
839	742.3226801
840	822.3497521
841	875.0229379
842	920.3866831
843	959.2698932
844	1005.613254
845	15673.77679
846	13241.76763
847	9839.260683
848	6899.810566
849	4132.923532
850	3635.128016
851	3585.318323
852	3151.951382
853	2546.096713
854	2129.68466
855	2138.953332
856	3512.826757
857	4853.01647
858	4724.988226
859	5009.604281
860	7585.390887
861	4585.204592
862	5097.166859
863	521.6077141
864	645.7928503
865	732.8279428
866	784.1447375
867	840.5856763
868	900.4929477
869	16232.76061
870	13894.79457
871	10551.36598
872	7113.668221
873	4072.639485
874	4080.627122
875	4276.098143
876	3817.864033
877	2988.35555
878	2302.775229
879	2300.288512
880	3757.429276
881	4947.587068
882	4823.929417
883	5057.680809
884	7519.455211
885	4762.967175
886	5275.758347
887	435.8536577
888	507.8930935
889	571.2666976
890	631.7014544
891	701.4802385
892	786.9328747
893	16648.34376
894	14269.38457
895	10798.53058
896	7267.995381
897	4268.939412
898	4119.510332
899	4266.980181
900	4081.003897
901	3188.27252
902	2370.594782
903	2325.532457
904	3521.643298
905	4803.206776
906	4772.160492
907	5120.903703
908	7683.051043
909	4960.171363
910	5525.485011
911	453.3360312
912	515.7300196
913	548.6601801
914	583.7002822
915	641.1208367
916	691.759436
917	15876.93403
918	13297.68109
919	9629.547556
920	7732.634671
921	5641.757866
922	5050.823498
923	4839.678625
924	4658.148289
925	4091.02612
926	3433.101105
927	3526.767442
928	5208.31557
929	6395.45916
930	5808.895386
931	5868.651947
932	8210.084321
933	5219.543474
934	5781.315434
935	539.8436383
936	635.3938523
937	689.5741393
938	742.5487453
939	804.6413134
940	851.888935
941	16723.32204
942	13976.63016
943	10354.83999
944	9467.23276
945	8925.505245
946	8158.013976
947	7426.994554
948	6062.163737
949	5422.851421
950	5376.583416
951	5557.435556
952	6659.277219
953	6845.404214
954	5765.340162
955	5752.680512
956	7935.415133
957	4784.518722
958	5356.162195
959	680.9836626
960	751.214577
961	794.1669603
962	824.8364691
963	839.9828358
964	843.5998786
965	14317.76251
966	12218.21988
967	8803.430051
968	8296.591928
969	6097.505259
970	5389.770551
971	4834.328415
972	5217.056757
973	4462.149782
974	4603.063741
975	4400.132569
976	5720.428547
977	5732.183936
978	5319.162861
979	5012.995259
980	7192.414257
981	3848.985672
982	3962.6211
983	562.2994457
984	625.4469846
985	660.0349564
986	686.710647
987	718.6611918
988	755.9619457
989	11804.21919
990	10553.8527
991	7452.313854
992	7091.287769
993	6149.80167
994	5357.367876
995	4849.324072
996	4574.956305
997	4661.087136
998	5015.255911
999	4092.156445
1000	4536.75129
1001	4539.765492
1002	4241.660881
1003	4387.096144
1004	6574.201358
1005	3513.278887
1006	3926.526027
1007	583.7756373
1008	652.4994505
1009	674.0509972
1010	684.3746402
1011	692.2115663
1012	700.0484924
1013	10953.68664
1014	9858.702288
1015	6483.172448
1016	6022.979106
1017	5242.978897
1018	4421.834826
1019	3839.490935
1020	3389.093751
1021	3174.5579
1022	3259.558405
1023	2599.372739
1024	3286.384806
1025	3991.482087
1026	3794.88074
1027	4056.588858
1028	6431.855653
1029	3517.64948
1030	3881.614412
1031	532.9109729
1032	570.8145672
1033	586.2623542
1034	601.5594311
1035	627.0294408
1036	654.9861675
1037	10366.52003
1038	9667.14973
1039	6396.212711
1040	5049.165687
1041	3862.172807
1042	3052.70877
1043	2599.824869
1044	2427.939981
1045	2200.29235
1046	1668.210282
1047	1465.203755
1048	2653.326961
1049	3522.095429
1050	3158.356562
1051	3485.096095
1052	6201.49524
1053	3307.634933
1054	3493.234441
1055	406.1637647
1056	496.7405449
1057	566.2932637
1058	612.9380449
1059	638.5587647
1060	676.2362939
1061	11501.29185
1062	10522.20358
1063	7060.090775
1064	4630.492983
1065	3948.755769
1066	3299.044456
1067	2331.560861
1068	1773.707364
1069	1149.616771
1070	1036.358118
1071	1020.15678
1072	1654.118887
1073	2600.352355
1074	2783.239081
1075	3069.889723
1076	5776.04058
1077	3139.291732
1078	3357.444626
1079	218.8310895
1080	350.7024417
1081	434.949397
1082	512.0376217
1083	577.6718776
1084	633.9621062
1085	13178.6201
1086	11563.45977
1087	7714.926232
1088	3584.866192
1089	2119.662437
1090	1590.895993
1091	1598.582209
1092	1500.771343
1093	826.4942803
1094	641.422257
1095	529.2939301
1096	830.7141636
1097	1212.76431
1098	1565.727403
1099	1990.579222
1100	4656.867253
1101	2629.740827
1102	2864.773255
1103	39.48605059
1104	124.3358463
1105	180.2492997
1106	244.4518094
1107	293.4325973
1108	333.3707783
1109	11253.67513
1110	10548.50249
1111	6688.665692
1112	2983.382116
1113	1775.666596
1114	1395.424971
1115	1332.880273
1116	1073.131386
1117	620.9256811
1118	530.2735458
1119	439.7721207
1120	744.0558465
1121	1069.062213
1122	1319.467072
1123	1578.387053
1124	3524.130015
1125	1943.482311
1126	2151.989757
1127	0
1128	3.541687744
1129	57.49590955
1130	107.0041829
1131	146.0381031
1132	188.0862257
1133	8486.034545
1134	8453.857935
1135	5376.508061
1136	4035.640152
1137	2641.571572
1138	2294.260108
1139	2072.414816
1140	2514.899718
1141	2397.647248
1142	2640.139825
1143	2734.333648
1144	3558.491922
1145	3620.7352
1146	3436.793503
1147	3346.216723
1148	5945.514106
1149	3273.499091
1150	3473.566771
1151	254.6247423
1152	323.8760409
1153	366.4516489
1154	411.2125536
1155	445.6498153
1156	505.1803114
1157	12267.57744
1158	10837.11237
1159	7510.789379
1160	6862.359102
1161	4701.251382
1162	3562.03361
1163	3126.782793
1164	3005.159728
1165	3562.33503
1166	4019.062039
1167	3282.240278
1168	3702.118663
1169	3828.338386
1170	3752.154422
1171	3721.258848
1172	6095.847448
1173	3236.198337
1174	3448.021406
1175	330.7333512
1176	410.459003
1177	453.9388717
1178	494.4798931
1179	529.8214155
1180	557.4013669
1181	10452.65086
1182	9608.372784
1183	5973.847608
1184	3336.79734
1185	2386.343989
1186	3430.086903
1187	3591.497438
1188	3434.457496
1189	3591.949568
1190	3956.06521
1191	3974.225779
1192	4280.393381
1193	4627.554135
1194	3949.05719
1195	3994.119515
1196	6362.453644
1197	3535.433274
1198	4019.589524
1199	526.3550828
1200	595.9831567
1201	633.8113961
1202	645.9435605
1203	681.5865031
1204	725.0663718
1205	11741.07165
1206	10424.9202
1207	6821.441305
1208	5135.974714
1209	3972.040482
1210	3250.741864
1211	2878.1111
1212	2715.193464
1213	2477.598965
1214	2558.982428
1215	3394.820735
1216	4395.837331
1217	4792.054228
1218	4012.129373
1219	3842.881912
1220	6103.835084
1221	3130.249125
1222	3416.447637
1223	449.5682783
1224	534.7948493
1225	592.1400488
1226	621.5285215
1227	638.7848299
1228	669.831114
1229	11182.38924
1230	10095.16646
1231	6505.778965
1232	5198.519413
1233	5312.230196
1234	4739.305687
1235	4220.93824
1236	3931.725526
1237	3875.435298
1238	4024.713668
1239	4020.26772
1240	4533.058892
1241	4751.437851
1242	3935.342569
1243	3826.981995
1244	6197.200001
1245	3333.933848
1246	3782.673221
1247	543.9128114
1248	617.3086383
1249	662.3709632
1250	698.6921013
1251	724.2374661
1252	744.9601072
1253	11900.67366
1254	10817.14328
1255	6831.162108
1256	3979.500633
1257	2524.017681
1258	2009.719407
1259	2158.018162
1260	2071.962685
1261	2728.380599
1262	3626.612895
1263	3213.44111
1264	4141.815429
1265	4837.342618
1266	4127.497968
1267	4328.168488
1268	6775.022589
1269	3676.045813
1270	4162.23665
1271	570.513147
1272	644.5118143
1273	695.6025439
1274	747.2207589
1275	782.5622813
1276	794.9958659
1277	12774.79234
1278	11310.86962
1279	7512.974676
1280	4605.249038
1281	2754.302739
1282	2382.425526
1283	2479.030711
1284	2520.852768
1285	2474.057277
1286	2061.865107
1287	1888.548473
1288	2835.535492
1289	4240.756621
1290	4189.213761
1291	4540.217623
1292	7221.3506
1293	4393.199904
1294	4940.503693
1295	577.5965225
1296	709.7692949
1297	793.3380547
1298	844.6548494
1299	889.0389788
1300	941.4860994
1301	16189.88358
1302	13605.80792
1303	9679.507959
1304	8048.1463
1305	5454.575901
1306	4060.582676
1307	3532.645137
1308	3532.946557
1309	2338.267462
1310	1574.543945
1311	1379.901829
1312	2618.588279
1313	4137.294125
1314	4883.007783
1315	5217.584242
1316	8038.651563
1317	5143.51022
1318	5681.017851
1319	528.8417997
1320	639.5383805
1321	720.7711334
1322	805.2441539
1323	861.3083173
1324	918.2767415
1325	17640.46846
1326	14930.70056
1327	10727.92289
1328	8742.091033
1329	7124.142575
1330	6042.345356
1331	4927.316558
1332	4539.162652
1333	4071.735225
1334	3215.249631
1335	2256.281158
1336	3245.843785
1337	4684.070429
1338	5101.688163
1339	6107.904257
1340	8953.085197
1341	6260.422895
1342	6904.030449
1343	759.4282784
1344	730.0398056
1345	680.0794019
1346	678.1955254
1347	699.7470721
1348	732.3758124
1349	13468.81243
1350	11717.56087
1351	7984.471276
1352	7090.986349
1353	4717.45272
1354	2981.573595
1355	2475.564378
1356	2266.981576
1357	2515.803979
1358	2805.318113
1359	2402.017841
1360	3605.513478
1361	4800.418639
1362	4391.542092
1363	4395.460555
1364	6894.309646
1365	3900.829952
1366	4212.875249
1367	453.4113863
1368	543.1592608
1369	630.8725488
1370	672.6192511
1371	693.4172472
1372	716.8526704
1373	12843.4408
1374	11387.95784
1375	6995.134715
1376	3951.694617
1377	2255.301542
1378	2047.698356
1379	1997.662598
1380	2058.549485
1381	1990.955998
1382	2153.270793
1383	2255.527608
1384	2429.221017
1385	3748.462024
1386	3793.825769
1387	4079.421441
1388	6692.20738
1389	3696.768454
1390	4109.714174
1391	448.6640176
1392	553.708969
1393	617.3086383
1394	654.4586821
1395	675.1813231
1396	692.4376315
1397	12575.25214
1398	10987.44571
1399	7313.359126
1400	6614.214894
1401	5775.060964
1402	4991.142292
1403	4309.555789
1404	3859.912156
1405	3747.256343
1406	3771.897447
1407	3691.116825
1408	4221.164305
1409	4432.384534
1410	3644.245978
1411	3490.672369
1412	5847.778596
1413	3051.126314
1414	3361.137024
1415	418.6727044
1416	488.9036188
1417	528.0882491
1418	554.5378746
1419	576.993682
1420	601.3333659
1421	9922.075892
1422	9248.627736
1423	5822.534651
1424	5105.681981
1425	4355.59773
1426	3705.811061
1427	3255.715297
1428	2924.379106
1429	2819.484864
1430	2992.500078
1431	2122.82735
1432	2657.622199
1433	3491.72734
1434	2962.810185
1435	2849.626888
1436	5457.514748
1437	2692.511591
1438	2949.396985
1439	390.5652676
1440	508.7973542
1441	572.2463134
1442	603.8954379
1443	654.2326169
1444	698.8428114
1445	11004.55131
1446	9787.190338
1447	4706.074106
1448	2285.368211
1449	1669.114543
1450	1337.100156
1451	1128.89413
1452	983.458867
1453	725.6692122
1454	721.9014593
1455	742.7748105
1456	1678.232505
1457	2935.380944
1458	3034.548201
1459	3350.210541
1460	6038.502248
1461	3261.366927
1462	3438.074539
1463	252.2887355
1464	355.7512306
1465	410.6097131
1466	456.877719
1467	502.8443046
1468	521.1555838
1469	11011.63468
1470	10139.62595
1471	6294.332672
1472	4173.012423
1473	2191.325098
1474	1593.38271
1475	1656.002763
1476	1310.575175
1477	475.8671937
1478	378.207038
1479	556.4971062
1480	1439.65839
1481	2582.342496
1482	2957.007846
1483	3109.827904
1484	5897.965065
1485	3279.979626
1486	3505.291251
1487	239.2523104
1488	374.288575
1489	456.0488133
1490	528.9925098
1491	598.922004
1492	662.8230935
1493	13407.92554
1494	11726.37741
1495	7181.638484
1496	5224.516908
1497	3582.530186
1498	1767.905025
1499	1430.540428
1500	1725.329417
1501	1878.52625
1502	1878.827671
1503	920.5373932
1504	1134.319694
1505	2484.98376
1506	3255.112457
1507	3695.939548
1508	6586.785653
1509	3800.83379
1510	4251.909169
1511	390.3392024
1512	491.2396256
1513	573.075219
1514	652.0473202
1515	719.5654525
1516	771.1083124
1517	14610.96905
1518	12523.78464
1519	7039.443489
1520	5699.931971
1521	4427.56181
1522	3678.23111
1523	3274.704772
1524	2946.985623
1525	2572.018853
1526	2479.407486
1527	3279.979626
1528	4577.970507
1529	5619.678834
1530	5275.607637
1531	5539.953182
1532	7754.487638
1533	4536.977355
1534	4945.552482
1535	610.9788134
1536	684.07322
1537	714.2152434
1538	741.4184194
1539	763.0453212
1540	786.3300342
1541	13557.0532
1542	11605.13112
1543	7769.483295
1544	6897.926689
1545	4501.711188
1546	3275.382968
1547	2405.710239
1548	1790.360832
1549	1449.077773
1550	1247.729057
1551	1266.191046
1552	2144.454251
1553	3441.917647
1554	3335.89308
1555	3582.15341
1556	6431.629588
1557	3595.868031
1558	4062.014422
1559	377.4534874
1560	499.6793921
1561	582.6453114
1562	628.3858319
1563	648.2042122
1564	687.6149077
1565	13507.01744
1566	11835.34082
1567	6290.414209
1568	4753.623148
1569	2550.165886
1570	1288.345433
1571	1387.889465
1572	1401.528731
1573	897.8555206
1574	861.1576072
1575	857.9173397
1576	1345.464567
1577	2285.895696
1578	2669.000813
1579	3163.179286
1580	5970.908761
1581	3306.956737
1582	3530.911971
1583	133.001678
1584	201.1980059
1585	261.9341829
1586	315.6623396
1587	380.9951752
1588	449.2668581
1589	12813.7509
1590	11418.70271
1591	4236.084607
1592	2134.884159
1593	1529.48162
1594	1146.753278
1595	1166.647014
1596	1219.62162
1597	899.664042
1598	904.4867658
1599	938.0951218
1600	1438.980195
1601	2300.062447
1602	2664.856285
1603	3105.608021
1604	5491.123104
1605	3274.403352
1606	3483.664349
1607	93.28956228
1608	158.8484631
1609	231.5660944
1610	291.3226557
1611	335.9328503
1612	378.8852335
1613	12331.40317
1614	11036.20043
1615	4016.952097
1616	2095.850239
1617	1587.27895
1618	1221.505496
1619	1282.317028
1620	1133.641498
1621	627.7829914
1622	493.3495672
1623	381.0705302
1624	666.6662015
1625	1189.931727
1626	1628.799587
1627	2292.526941
1628	4506.684622
1629	2836.891883
1630	3115.705599
1631	20.647286
1632	100.5236479
1633	152.367928
1634	216.871858
1635	280.3208172
1636	320.3343532
1637	11230.54113
1638	10338.63866
1639	3928.485259
1640	2188.160185
1641	1329.338585
1642	1381.10751
1643	1395.500326
1644	1432.04753
1645	485.361931
1646	282.8075341
1647	423.1940079
1648	1264.231814
1649	2199.538799
1650	2391.242068
1651	2494.252432
1652	4566.290473
1653	2589.953357
1654	2669.377588
1655	33.53300098
1656	91.10426558
1657	121.0202238
1658	141.0646693
1659	156.211036
1660	194.868181
1661	7394.365814
1662	7747.931748
1663	4543.91002
1664	3696.014904
1665	1813.193415
1666	420.4058707
1667	378.4331032
